order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,delivery_partner_id_x,store_id,order_year,order_month,weekday,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,registration_year,registration_month,product_id,quantity,unit_price,sales,average_selling_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_partner_id_y,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status_y,reasons_if_delayed,feedback_id,rating,feedback_text,feedback_category,sentiment,feedback_date,feedback_month,feedback_year
9171116867,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,Slightly Delayed,822.63,Card,73907,6899,2023,October,Sunday,Lakshmi Arora,parmarvansha@example.org,918888108591,"38/541
Hari Street, Faridabad 486542",Vijayawada,784029,2024-10-02,Inactive,9,1659.56,2024,October,500739,3,359.98,1079.94,359.98,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,73907,2023-10-22 11:25:33,2023-10-22 11:37:33,12.0,2.23,Slightly Delayed,Traffic,3081099,4,The product met my expectations.,Customer Service,Neutral,2023-10-22,October,2023
5504941865,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,2287.68,Wallet,56077,9809,2024,January,Sunday,Yashica Pathak,baradlajita@example.com,910178223956,"26/72, Sama Chowk
Aligarh 358311",Belgaum,874947,2024-07-27,New,5,279.89,2024,July,540618,1,317.05,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,56077,2024-01-28 02:55:11,2024-01-28 03:06:11,11.0,4.45,Slightly Delayed,Traffic,3158837,5,Highly recommended!,App Experience,Positive,2024-01-28,January,2024
5868326481,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,1962.35,Wallet,94140,3106,2024,March,Friday,Anjali Varkey,triveni48@example.org,916293872154,"H.No. 66, D’Alia Zila
Muzaffarpur-364745",Farrukhabad,243420,2024-06-14,Inactive,18,1200.18,2024,June,53833,3,134.69,404.07,134.69,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,94140,2024-03-15 21:24:07,2024-03-15 21:21:07,-3.0,2.8,On Time,No Delay,9465932,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-03-15,March,2024
2137046916,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,3373.96,Upi,12377,1007,2024,February,Saturday,Jagdish Mander,wpall@example.net,914436092312,"47/938, Chandra
Ichalkaranji-922446",Nizamabad,696590,2024-09-23,Regular,17,235.4,2024,September,455755,2,44.09,88.18,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,12377,2024-02-03 09:03:32,2024-02-03 09:01:32,-2.0,1.78,On Time,No Delay,8111644,4,"Overall good experience, thank you!",Customer Service,Positive,2024-02-03,February,2024
8195544338,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,845.71,Wallet,102,3809,2023,April,Wednesday,Aarna Gola,hemang36@example.org,915848826456,"28/92
Banerjee Zila
Singrauli-249881",Serampore,555849,2024-07-15,Inactive,11,479.65,2024,July,131937,1,287.81,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68,102,2023-04-26 04:20:57,2023-04-26 04:28:57,8.0,1.16,Slightly Delayed,Traffic,121425,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-26,April,2023
2889700050,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,2706.54,Wallet,45032,78,2024,April,Tuesday,Jackson Roy,janijanaki@example.org,919467722828,"069, Prakash Marg, Mira-Bhayandar 031507",Alappuzha,275189,2023-06-26,Regular,19,557.81,2023,June,798639,1,211.25,211.25,211.25,Eggs,Dairy & Breakfast,Subramaniam Llc,211.25,264.06,20.0,7,12,78,45032,2024-04-30 16:33:26,2024-04-30 16:36:26,3.0,3.07,On Time,Traffic,8267419,4,"Average experience, could improve.",Delivery,Neutral,2024-04-30,April,2024
65827885,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.98,Cash,1108,3817,2023,July,Thursday,Chaaya Wable,zvenkatesh@example.net,916830988927,"41/37, Raja Marg
Tumkur-353412",Dehri,410068,2024-02-05,Premium,16,1578.87,2024,February,324809,3,608.0,1824.0,608.0,Bread,Dairy & Breakfast,Sidhu Plc,608.0,760.0,20.0,7,26,76,1108,2023-07-27 00:25:05,2023-07-27 00:20:05,-5.0,1.65,On Time,No Delay,7168244,1,Product was damaged during delivery.,Delivery,Negative,2023-07-27,July,2023
4656471694,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,1525.5,Cash,62782,5739,2023,December,Saturday,Andrew Nigam,nitara58@example.net,912558012921,"29/168, Srinivas
Bijapur 827761",Khandwa,785737,2023-06-26,Premium,15,1764.25,2023,June,679284,1,877.89,877.89,877.89,Cough Syrup,Pharmacy,Pant Llc,877.89,1097.36,20.0,365,28,95,62782,2023-12-09 08:27:08,2023-12-09 08:35:08,8.0,3.7,Slightly Delayed,Traffic,2482108,3,Not worth the price I paid.,Customer Service,Negative,2023-12-09,December,2023
6625178717,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,5718.09,Card,74906,2130,2023,July,Saturday,Zarna Shetty,kumerzansi@example.org,913151597352,"H.No. 12, Kale Chowk
New Delhi 521199",Hosur,397881,2024-03-03,Regular,6,1515.17,2024,March,952168,3,236.95,710.8499999999999,236.94999999999996,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal And Das",236.95,364.54,35.0,90,28,79,74906,2023-07-01 04:40:22,2023-07-01 04:53:22,13.0,4.22,Slightly Delayed,Traffic,3769939,2,Items were missing from my order.,Product Quality,Negative,2023-07-01,July,2023
7169557514,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,2970.9,Card,79516,9535,2023,March,Tuesday,Kamya Narayan,bhavyabakshi@example.com,910116395700,"92/87, Golla Road, Bihar Sharif 337412",Ongole,989821,2024-05-09,Inactive,17,1752.91,2024,May,706112,2,478.79,957.58,478.79,Vitamins,Pharmacy,"Magar, Gara And Garg",478.79,598.49,20.0,365,12,77,79516,2023-03-21 05:38:13,2023-03-21 05:50:13,12.0,3.28,Slightly Delayed,Traffic,9592296,2,Customer service was not helpful.,Product Quality,Negative,2023-03-21,March,2023
2268306684,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,2024,May,Tuesday,Yatan Uppal,hchakraborty@example.net,913358190164,"18
Bala Zila, Katni 101174",Jalna,749857,2023-07-01,New,14,1981.09,2023,July,812607,2,416.65,833.3,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,65733,2024-05-28 15:11:08,2024-05-28 15:10:08,-1.0,1.82,On Time,No Delay,1592958,5,"Overall good experience, thank you!",Delivery,Positive,2024-05-28,May,2024
6905293278,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,2024,June,Sunday,Watika Narayanan,soommen@example.com,914465932360,"H.No. 97, Sule Ganj
Moradabad 014721",Khammam,14378,2024-02-18,Premium,6,1047.69,2024,February,799952,1,922.64,922.64,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,53868,2024-06-16 10:36:23,2024-06-16 11:02:23,26.0,0.58,Significantly Delayed,Traffic,2088819,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-16,June,2024
1769493463,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,2024,June,Wednesday,Nisha Iyer,vdalia@example.org,910256207668,"H.No. 13, Dash Path, Bhatpara-468793",Rewa,320465,2024-01-12,New,6,1795.72,2024,January,709916,3,33.76,101.28,33.76,Detergent,Household Care,Varkey Llc,33.76,45.01,25.0,365,30,88,22954,2024-06-26 07:29:47,2024-06-26 07:24:47,-5.0,1.21,On Time,No Delay,3567003,2,I had a bad experience.,App Experience,Negative,2024-06-26,June,2024
5003387344,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,2024,June,Sunday,Michael Dhingra,mdasgupta@example.org,918994317959,"H.No. 28, Vasa Road
Nagpur 397247",Adoni,16283,2023-11-02,Premium,14,317.83,2023,November,67197,3,552.2,1656.6000000000001,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,21004,2024-06-23 11:05:47,2024-06-23 11:00:47,-5.0,4.52,On Time,No Delay,2903160,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-06-23,June,2024
2064484752,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,2024,May,Tuesday,Gauri Butala,ranveeranne@example.org,915746130106,"890, Sastry, Narasaraopet-405280",Muzaffarpur,833041,2023-10-29,Premium,6,995.42,2023,October,937542,3,97.04,291.12,97.04,Wheat Flour,Grocery & Staples,Khurana And Sons,97.04,114.16,15.0,365,28,93,43022,2024-05-07 23:00:49,2024-05-07 22:55:49,-5.0,2.29,On Time,No Delay,7511717,3,The product met my expectations.,Customer Service,Neutral,2024-05-07,May,2024
964822979,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,2024,July,Saturday,Chasmum Dhaliwal,sarora@example.org,912277505609,"65/481, Solanki Zila, Hosur 461150",Asansol,37026,2023-11-26,Premium,14,1537.05,2023,November,455755,2,44.09,88.18,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,42914,2024-07-13 10:49:00,2024-07-13 10:47:00,-2.0,1.09,On Time,No Delay,1055307,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-07-13,July,2024
6037899648,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,2024,March,Wednesday,Gabriel Oak,advayluthra@example.com,918378521079,"42/463
Rana Street, Chennai 439851",Narasaraopet,890953,2023-07-02,Inactive,16,1903.09,2023,July,669378,1,212.14,212.14,212.14,Potatoes,Fruits & Vegetables,Chadha And Sons,212.14,282.85,25.0,3,23,70,59131,2024-03-27 18:00:43,2024-03-27 18:04:43,4.0,4.56,On Time,Traffic,1477592,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-27,March,2024
9347571484,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,2024,November,Saturday,Edhitha Ranganathan,yashawini55@example.net,914683223867,"09, Soman Marg, Guna 345092",Hindupur,976259,2023-08-10,New,10,1449.0,2023,August,112390,2,877.98,1755.96,877.98,Toothpaste,Personal Care,"Kibe, Contractor And Randhawa",877.98,1350.74,35.0,365,23,85,88612,2024-11-02 17:26:15,2024-11-02 17:39:15,13.0,3.29,Slightly Delayed,Traffic,7898352,3,I had a bad experience.,Product Quality,Negative,2024-11-02,November,2024
3286177534,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,2023,June,Saturday,Siya Parmer,watika42@example.net,915830822437,"51/60
Chawla
Darbhanga-169445",Dehri,625283,2024-09-25,Inactive,20,491.07,2024,September,891833,1,493.19,493.19,493.19,Curd,Dairy & Breakfast,Mani Plc,493.19,616.49,20.0,7,11,69,90038,2023-06-25 00:09:15,2023-06-25 00:07:15,-2.0,3.07,On Time,No Delay,8804364,3,The product met my expectations.,Delivery,Neutral,2023-06-25,June,2023
9073572548,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,2023,May,Tuesday,Megha Hora,inaya49@example.com,918549511420,"839, Bhatti Ganj, Saharanpur 068437",North Dumdum,143574,2024-02-16,Inactive,10,1898.27,2024,February,60619,1,726.41,726.41,726.41,Iced Tea,Cold Drinks & Juices,Bhasin Llc,726.41,1037.73,30.0,180,10,97,28575,2023-05-02 23:25:42,2023-05-02 23:47:42,22.0,4.77,Significantly Delayed,Traffic,1208337,4,The product met my expectations.,Customer Service,Neutral,2023-05-02,May,2023
8395583761,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,Upi,84816,5448,2024,August,Sunday,Anusha Bahri,hemanginigour@example.org,917371380072,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,2023-11-10,Inactive,6,239.76,2023,November,561860,3,874.78,2624.34,874.7800000000001,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,84816,2024-08-04 23:53:44,2024-08-04 23:48:44,-5.0,3.53,On Time,No Delay,4382390,4,Great prices and fast delivery!,App Experience,Positive,2024-08-04,August,2024
6355378227,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,Upi,23910,810,2023,August,Friday,Daksh Atwal,indiratrivedi@example.com,919692423734,"374, Sehgal Zila
Mysore 291634",Davanagere,619381,2023-12-16,Premium,1,376.48,2023,December,993331,1,102.44,102.44,102.44,Pulses,Grocery & Staples,"Parmer, Gola And Yogi",102.44,120.52,15.0,365,28,86,23910,2023-08-11 17:06:36,2023-08-11 17:05:36,-1.0,3.91,On Time,No Delay,4858018,4,"Overall good experience, thank you!",Customer Service,Positive,2023-08-11,August,2023
277376321,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,2024,July,Sunday,Radhika Kaul,vidhimitra@example.net,911430159648,"24/53
Koshy Chowk, Bangalore-414625",Dibrugarh,451264,2024-04-02,Premium,11,673.6,2024,April,94225,3,77.11,231.32999999999998,77.11,Toilet Cleaner,Household Care,"Gulati, Ram And Sarkar",77.11,102.81,25.0,365,13,70,78589,2024-07-28 04:45:12,2024-07-28 04:44:12,-1.0,3.85,On Time,No Delay,2400571,4,Great prices and fast delivery!,App Experience,Positive,2024-07-28,July,2024
8559748526,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,2023,April,Wednesday,Isha Sheth,revaatwal@example.net,915776097269,"H.No. 36
Doctor Path, Aurangabad 897507",Ratlam,406941,2023-08-24,Premium,7,584.9,2023,August,552496,1,508.0,508.0,508.0,Dish Soap,Household Care,Dhar Plc,508.0,677.33,25.0,365,17,59,93002,2023-04-05 18:27:19,2023-04-05 18:28:19,1.0,0.94,On Time,Traffic,3093140,4,"Average experience, could improve.",App Experience,Neutral,2023-04-05,April,2023
1458051433,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,Upi,61040,7426,2024,April,Friday,Yug Varughese,kapooravi@example.org,916862473368,"H.No. 12
Randhawa
Proddatur 807263",Maheshtala,100658,2023-03-17,New,14,1670.47,2023,March,57405,3,607.67,1823.0099999999998,607.67,Baby Food,Baby Care,Srinivas Plc,607.67,868.1,30.0,365,21,64,61040,2024-04-26 09:30:56,2024-04-26 09:26:56,-4.0,2.75,On Time,No Delay,9407783,4,The product met my expectations.,App Experience,Neutral,2024-04-26,April,2024
5838302640,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,Upi,30907,4242,2023,May,Friday,Osha Desai,rachitabehl@example.org,915335035895,"H.No. 940, Goda Chowk, Morena 883030",Chittoor,679019,2024-05-03,New,15,1834.19,2024,May,240179,3,90.56,271.68,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,30907,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,Slightly Delayed,Traffic,1180902,4,"It was okay, nothing special.",App Experience,Neutral,2023-05-12,May,2023
1380971977,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,2024,June,Sunday,Isaiah Natt,amrita65@example.org,914278244798,"85, Samra Zila
Thane-835654",Baranagar,881409,2023-09-16,New,12,1043.28,2023,September,602241,3,976.55,2929.6499999999996,976.5499999999998,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,52614,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,On Time,No Delay,6888502,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-06-02,June,2024
1221099013,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,2023,July,Sunday,Chakradev Verma,vincent13@example.com,910123070760,"71/96, Amble Circle, Panvel-979863",Etawah,954583,2024-01-07,Premium,8,1412.4,2024,January,131937,1,287.81,287.81,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi And Ganguly",287.81,479.68,40.0,180,18,68,60689,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,On Time,Traffic,8679241,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-23,July,2023
6771166303,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,2023,July,Monday,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84,2023,September,677542,3,212.61,637.83,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,98179,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,Slightly Delayed,Traffic,7512781,3,The order was incorrect.,Product Quality,Negative,2023-07-24,July,2023
7111337755,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,2023,May,Saturday,Bhavna Ramesh,esingh@example.org,915866776432,"39/475
Sathe Road
Bhopal-622648",Rajahmundry,134704,2023-11-16,Regular,18,1830.92,2023,November,888807,3,230.58,691.74,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,84833,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,On Time,No Delay,5356601,4,"Average experience, could improve.",Customer Service,Neutral,2023-05-06,May,2023
5562922993,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,2023,December,Wednesday,Diya Chakrabarti,bhavanikala@example.com,919634128482,"937, Nayar Street
Ongole-865795",Medininagar,121675,2023-09-25,Inactive,18,752.91,2023,September,540618,1,317.05,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,73904,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,On Time,Traffic,9043273,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-06,December,2023
