customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,registration_year,registration_month,order_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,order_year,order_month,weekday,rating,sentiment,feedback_category
49152878,Patrick Sandhu,zehaanmahajan@example.org,912413014420,"304
Tara Road, Gandhinagar-559930",Gwalior,649817,2024-09-13,Premium,4,973.62,2024,September,3142198801.0,2024-07-16 01:14:38,2024-07-16 01:25:38,2024-07-16 01:24:38,On Time,1409.38,Wallet,7052.0,40.0,2024.0,July,Tuesday,1.0,Negative,App Experience
49152878,Patrick Sandhu,zehaanmahajan@example.org,912413014420,"304
Tara Road, Gandhinagar-559930",Gwalior,649817,2024-09-13,Premium,4,973.62,2024,September,3874644184.0,2024-06-23 23:29:09,2024-06-23 23:43:09,2024-06-23 23:48:09,On Time,577.13,Cash,94851.0,7620.0,2024.0,June,Sunday,4.0,Neutral,Delivery
16379942,Harshil Kuruvilla,pathakanirudh@example.org,913807361990,"37/62, Basu Chowk
Sikar 515907",Orai,332997,2024-04-10,Inactive,15,1370.56,2024,April,3459500455.0,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,On Time,2581.78,Upi,20504.0,6348.0,2023.0,December,Monday,4.0,Positive,Customer Service
16379942,Harshil Kuruvilla,pathakanirudh@example.org,913807361990,"37/62, Basu Chowk
Sikar 515907",Orai,332997,2024-04-10,Inactive,15,1370.56,2024,April,233646065.0,2023-09-19 22:28:29,2023-09-19 22:43:29,2023-09-19 22:48:29,On Time,578.85,Wallet,56968.0,2400.0,2023.0,September,Tuesday,4.0,Neutral,Delivery
16379942,Harshil Kuruvilla,pathakanirudh@example.org,913807361990,"37/62, Basu Chowk
Sikar 515907",Orai,332997,2024-04-10,Inactive,15,1370.56,2024,April,2984879441.0,2024-04-22 07:45:06,2024-04-22 07:57:06,2024-04-22 08:01:06,On Time,736.92,Cash,87895.0,7081.0,2024.0,April,Monday,3.0,Neutral,Product Quality
16379942,Harshil Kuruvilla,pathakanirudh@example.org,913807361990,"37/62, Basu Chowk
Sikar 515907",Orai,332997,2024-04-10,Inactive,15,1370.56,2024,April,6775326324.0,2023-06-17 01:53:29,2023-06-17 02:13:29,2023-06-17 02:21:29,Slightly Delayed,1830.15,Wallet,59090.0,2109.0,2023.0,June,Saturday,3.0,Neutral,App Experience
11071601,Ojas Ahuja,sneha11@example.com,912865080618,"H.No. 99
Kade Road
Ramgarh 695009",Buxar,528426,2023-07-04,Inactive,17,1950.54,2023,July,2808133351.0,2023-12-03 11:14:33,2023-12-03 11:27:33,2023-12-03 11:27:33,On Time,2922.68,Cash,70241.0,3774.0,2023.0,December,Sunday,4.0,Neutral,Product Quality
11071601,Ojas Ahuja,sneha11@example.com,912865080618,"H.No. 99
Kade Road
Ramgarh 695009",Buxar,528426,2023-07-04,Inactive,17,1950.54,2023,July,168067196.0,2024-07-16 13:16:12,2024-07-16 13:30:12,2024-07-16 13:35:12,On Time,1398.0,Cash,42592.0,6357.0,2024.0,July,Tuesday,3.0,Neutral,App Experience
68164013,Netra Chander,hwarrior@example.org,917645901970,"H.No. 94
Gupta Path, Hospet-831040",Malegaon,4515,2023-06-29,New,1,1061.82,2023,June,,,,,,,,,,,,,,,
80404839,Kashish Dora,pushti81@example.net,912463646408,"H.No. 24
Pant Street, Mathura 348430",Katni,642727,2023-04-13,Inactive,10,1537.35,2023,April,,,,,,,,,,,,,,,
27038630,Megha Thakkar,zinalsarna@example.com,916726295759,"H.No. 81
Sama Street, Danapur-137828",Fatehpur,393286,2023-04-27,Regular,11,1307.28,2023,April,,,,,,,,,,,,,,,
1655637,Turvi Radhakrishnan,mpandit@example.org,919130065165,"H.No. 404, Bhalla Chowk
Visakhapatnam 048875",Ichalkaranji,548633,2023-09-17,Regular,19,723.95,2023,September,8321900643.0,2023-10-31 21:33:55,2023-10-31 21:49:55,2023-10-31 21:51:55,On Time,3517.14,Card,83965.0,2208.0,2023.0,October,Tuesday,4.0,Positive,Product Quality
75566105,Dipta Doctor,peterdhaliwal@example.org,912758132658,"586
Badami Zila, Madhyamgram-394655",Hyderabad,871594,2024-03-20,Regular,18,1432.53,2024,March,7471416647.0,2023-03-29 15:39:40,2023-03-29 15:59:40,2023-03-29 16:06:40,Slightly Delayed,2163.7,Wallet,72270.0,3143.0,2023.0,March,Wednesday,4.0,Neutral,Product Quality
75566105,Dipta Doctor,peterdhaliwal@example.org,912758132658,"586
Badami Zila, Madhyamgram-394655",Hyderabad,871594,2024-03-20,Regular,18,1432.53,2024,March,139417019.0,2023-07-09 20:06:51,2023-07-09 20:18:51,2023-07-09 20:23:51,On Time,561.59,Upi,22566.0,6806.0,2023.0,July,Sunday,3.0,Neutral,Product Quality
23961725,Zayyan Buch,kalpithayre@example.net,913139982063,"71/67, Oommen Ganj, Purnia 250900",Bhiwandi,629210,2024-05-11,Regular,6,367.74,2024,May,4419022028.0,2023-12-13 09:25:07,2023-12-13 09:37:07,2023-12-13 09:42:07,On Time,3804.98,Upi,44847.0,183.0,2023.0,December,Wednesday,2.0,Negative,Product Quality
67749649,Oviya Mitra,aaravdugar@example.com,919890802849,"103, Mahajan Circle
Silchar 256345",Mira-Bhayandar,222577,2024-04-10,Inactive,11,281.16,2024,April,9271384187.0,2023-11-28 03:30:12,2023-11-28 03:42:12,2023-11-28 03:47:12,On Time,3778.41,Card,70464.0,7338.0,2023.0,November,Tuesday,1.0,Negative,Delivery
61461253,Arin Setty,naidushivani@example.org,917060856166,"63/164, Kari Chowk
Moradabad 624164",Amravati,381991,2024-08-29,Inactive,4,789.5,2024,August,,,,,,,,,,,,,,,
30619659,Lohit Kalla,vincent81@example.com,914466575315,"58/882, Ramanathan
Nashik 371218",Kochi,400041,2024-09-18,Inactive,14,1992.42,2024,September,,,,,,,,,,,,,,,
50229203,Rushil Dhingra,htella@example.org,910837043539,"H.No. 99
Ravel Street
Avadi 655413",Tiruchirappalli,598757,2023-09-14,Regular,7,1731.87,2023,September,5628497118.0,2024-10-24 08:05:56,2024-10-24 08:19:56,2024-10-24 08:34:56,Slightly Delayed,2543.92,Card,87309.0,7916.0,2024.0,October,Thursday,4.0,Neutral,App Experience
50229203,Rushil Dhingra,htella@example.org,910837043539,"H.No. 99
Ravel Street
Avadi 655413",Tiruchirappalli,598757,2023-09-14,Regular,7,1731.87,2023,September,3426702134.0,2024-08-23 09:02:45,2024-08-23 09:12:45,2024-08-23 09:22:45,Slightly Delayed,217.4,Card,4336.0,1126.0,2024.0,August,Friday,4.0,Neutral,Delivery
13567338,Wahab Borah,bhattlakshit@example.com,912286009144,"H.No. 739, Dewan Marg
Jamshedpur 475311",Hubli–Dharwad,509163,2024-10-14,Premium,10,1054.12,2024,October,9464988762.0,2023-10-02 17:16:55,2023-10-02 17:29:55,2023-10-02 17:25:55,On Time,916.92,Upi,64401.0,8996.0,2023.0,October,Monday,3.0,Neutral,Product Quality
7591711,Triya Kakar,xshetty@example.net,913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0,2024,January,6029394789.0,2023-04-30 06:03:14,2023-04-30 06:23:14,2023-04-30 06:32:14,Slightly Delayed,2118.04,Upi,28593.0,637.0,2023.0,April,Sunday,2.0,Negative,Product Quality
7591711,Triya Kakar,xshetty@example.net,913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0,2024,January,4434464045.0,2023-09-22 00:04:24,2023-09-22 00:21:24,2023-09-22 00:21:24,On Time,2148.83,Card,84509.0,5121.0,2023.0,September,Friday,3.0,Negative,Customer Service
7591711,Triya Kakar,xshetty@example.net,913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0,2024,January,2136907826.0,2023-12-21 14:21:21,2023-12-21 14:34:21,2023-12-21 14:37:21,On Time,887.78,Wallet,16756.0,200.0,2023.0,December,Thursday,3.0,Neutral,App Experience
7591711,Triya Kakar,xshetty@example.net,913247466748,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,2024-01-30,Regular,12,1494.0,2024,January,7380361209.0,2023-06-27 10:33:07,2023-06-27 10:48:07,2023-06-27 10:44:07,On Time,2151.14,Wallet,84748.0,1843.0,2023.0,June,Tuesday,2.0,Negative,App Experience
22102079,Vrinda Lalla,balakrishnanyutika@example.net,917567554265,"H.No. 73
Gupta Road, Barasat 506282",Alwar,595920,2024-06-21,Premium,10,615.86,2024,June,,,,,,,,,,,,,,,
48910430,Janani Prasad,abhirambabu@example.com,918550270063,"149
Pall Path, Aurangabad-876025",Bardhaman,125846,2024-09-04,Premium,3,1474.04,2024,September,,,,,,,,,,,,,,,
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2023,October,9594095277.0,2024-03-10 04:41:08,2024-03-10 04:56:08,2024-03-10 04:54:08,On Time,3015.93,Card,61215.0,8280.0,2024.0,March,Sunday,5.0,Positive,Delivery
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2023,October,3012496270.0,2023-04-06 03:45:57,2023-04-06 04:04:57,2023-04-06 04:04:57,On Time,2270.44,Upi,96443.0,6783.0,2023.0,April,Thursday,4.0,Neutral,Customer Service
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2023,October,2106943908.0,2024-01-28 16:53:04,2024-01-28 17:03:04,2024-01-28 17:00:04,On Time,1032.4,Cash,33162.0,8901.0,2024.0,January,Sunday,4.0,Neutral,App Experience
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2023,October,4076039325.0,2024-08-12 19:26:07,2024-08-12 19:45:07,2024-08-12 19:56:07,Slightly Delayed,3972.8,Wallet,79127.0,7367.0,2024.0,August,Monday,5.0,Positive,Customer Service
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.86,2023,October,8186709947.0,2023-11-18 08:57:30,2023-11-18 09:16:30,2023-11-18 09:38:30,Significantly Delayed,768.27,Wallet,23823.0,6943.0,2023.0,November,Saturday,2.0,Negative,Product Quality
79672044,Jagdish Vora,hemangini55@example.com,915901330659,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,2023-12-17,New,8,1115.88,2023,December,7750989397.0,2024-01-07 01:01:22,2024-01-07 01:20:22,2024-01-07 01:24:22,On Time,4099.45,Wallet,42583.0,1888.0,2024.0,January,Sunday,3.0,Neutral,Delivery
79672044,Jagdish Vora,hemangini55@example.com,915901330659,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,2023-12-17,New,8,1115.88,2023,December,8454449180.0,2024-02-18 20:51:31,2024-02-18 21:10:31,2024-02-18 21:18:31,Slightly Delayed,229.38,Cash,2578.0,5571.0,2024.0,February,Sunday,4.0,Neutral,Delivery
79672044,Jagdish Vora,hemangini55@example.com,915901330659,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,2023-12-17,New,8,1115.88,2023,December,5458784818.0,2024-07-24 02:59:03,2024-07-24 03:16:03,2024-07-24 03:14:03,On Time,3321.58,Cash,23513.0,5867.0,2024.0,July,Wednesday,2.0,Negative,Customer Service
13461704,Zayan Ratta,shivansh35@example.com,914996250775,"33/78
Joshi Path, Ludhiana-975587",Nanded,770516,2024-04-04,Premium,4,1024.45,2024,April,4647158015.0,2023-11-18 13:28:26,2023-11-18 13:40:26,2023-11-18 13:52:26,Slightly Delayed,2279.47,Upi,93276.0,7293.0,2023.0,November,Saturday,4.0,Neutral,Customer Service
66135710,Zayan Thakkar,ranveer19@example.net,914797514705,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680,2023-11-28,New,6,308.63,2023,November,6567129123.0,2023-09-09 12:41:26,2023-09-09 12:54:26,2023-09-09 12:59:26,On Time,3012.34,Cash,43806.0,2238.0,2023.0,September,Saturday,3.0,Negative,Product Quality
66135710,Zayan Thakkar,ranveer19@example.net,914797514705,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680,2023-11-28,New,6,308.63,2023,November,7667090453.0,2023-06-23 23:30:40,2023-06-23 23:49:40,2023-06-23 23:50:40,On Time,852.81,Card,96187.0,3347.0,2023.0,June,Friday,3.0,Neutral,App Experience
66135710,Zayan Thakkar,ranveer19@example.net,914797514705,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680,2023-11-28,New,6,308.63,2023,November,3632715912.0,2024-08-18 17:15:12,2024-08-18 17:35:12,2024-08-18 17:40:12,On Time,1892.3,Upi,72130.0,2068.0,2024.0,August,Sunday,1.0,Negative,Product Quality
50572914,Ishani Mukherjee,shivani15@example.net,916128520461,"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,654429,2023-10-21,Regular,20,701.55,2023,October,8731122718.0,2023-04-23 05:36:37,2023-04-23 05:56:37,2023-04-23 06:09:37,Slightly Delayed,1980.68,Card,86271.0,1633.0,2023.0,April,Sunday,4.0,Neutral,Product Quality
50572914,Ishani Mukherjee,shivani15@example.net,916128520461,"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,654429,2023-10-21,Regular,20,701.55,2023,October,4092550629.0,2023-04-09 16:19:33,2023-04-09 16:30:33,2023-04-09 16:30:33,On Time,1925.24,Wallet,73303.0,6204.0,2023.0,April,Sunday,2.0,Negative,App Experience
4386273,Jagrati Sengupta,pandeymahika@example.org,911622184828,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,2024-06-26,Inactive,12,298.97,2024,June,8395661807.0,2024-08-19 07:50:08,2024-08-19 08:09:08,2024-08-19 08:11:08,On Time,2561.18,Card,9665.0,5198.0,2024.0,August,Monday,4.0,Positive,Customer Service
4386273,Jagrati Sengupta,pandeymahika@example.org,911622184828,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,2024-06-26,Inactive,12,298.97,2024,June,1182120536.0,2024-05-26 15:40:32,2024-05-26 15:51:32,2024-05-26 15:53:32,On Time,843.97,Cash,6560.0,1836.0,2024.0,May,Sunday,5.0,Positive,App Experience
4386273,Jagrati Sengupta,pandeymahika@example.org,911622184828,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,2024-06-26,Inactive,12,298.97,2024,June,2070610257.0,2023-07-20 04:48:04,2023-07-20 05:08:04,2023-07-20 05:08:04,On Time,949.73,Card,79253.0,1523.0,2023.0,July,Thursday,1.0,Negative,App Experience
57537308,Ayush Buch,morejagdish@example.net,912414404228,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981,2024-05-18,New,8,1641.88,2024,May,3680678403.0,2023-03-31 00:13:37,2023-03-31 00:33:37,2023-03-31 00:34:37,On Time,3346.47,Upi,7068.0,7343.0,2023.0,March,Friday,3.0,Neutral,Customer Service
57537308,Ayush Buch,morejagdish@example.net,912414404228,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981,2024-05-18,New,8,1641.88,2024,May,8813470284.0,2024-01-04 05:16:34,2024-01-04 05:35:34,2024-01-04 05:30:34,On Time,1665.1,Card,39091.0,7291.0,2024.0,January,Thursday,5.0,Positive,Delivery
57537308,Ayush Buch,morejagdish@example.net,912414404228,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981,2024-05-18,New,8,1641.88,2024,May,6340807810.0,2024-07-12 00:41:44,2024-07-12 00:51:44,2024-07-12 00:47:44,On Time,2726.23,Cash,60222.0,3415.0,2024.0,July,Friday,4.0,Neutral,Product Quality
34526442,Harita Chatterjee,gaurika82@example.com,911099088799,"H.No. 249, Malhotra
Ghaziabad-893659",Raipur,674102,2023-09-27,Regular,14,1956.45,2023,September,6673964264.0,2024-10-18 05:43:01,2024-10-18 05:57:01,2024-10-18 05:58:01,On Time,4073.52,Wallet,33183.0,7039.0,2024.0,October,Friday,3.0,Neutral,Delivery
67383024,Riya Kothari,chowdhuryimaran@example.net,917775061608,"648, Biswas Street, Jalandhar 957104",Kollam,436202,2024-04-10,Premium,14,1240.9,2024,April,6510283268.0,2024-06-12 01:40:22,2024-06-12 01:57:22,2024-06-12 01:55:22,On Time,1452.76,Wallet,59772.0,2932.0,2024.0,June,Wednesday,3.0,Negative,Customer Service
67383024,Riya Kothari,chowdhuryimaran@example.net,917775061608,"648, Biswas Street, Jalandhar 957104",Kollam,436202,2024-04-10,Premium,14,1240.9,2024,April,3261847147.0,2023-09-16 03:33:23,2023-09-16 03:48:23,2023-09-16 03:56:23,Slightly Delayed,3932.73,Cash,86297.0,9318.0,2023.0,September,Saturday,4.0,Positive,App Experience
28350645,Alka Srinivasan,xtalwar@example.org,917083212594,"623, Bassi Chowk, Patiala-864851",Ratlam,360999,2024-01-12,Inactive,9,553.0,2024,January,7256212429.0,2024-03-16 22:00:36,2024-03-16 22:15:36,2024-03-16 22:15:36,On Time,727.95,Cash,87815.0,8094.0,2024.0,March,Saturday,4.0,Neutral,App Experience
28350645,Alka Srinivasan,xtalwar@example.org,917083212594,"623, Bassi Chowk, Patiala-864851",Ratlam,360999,2024-01-12,Inactive,9,553.0,2024,January,5148599328.0,2024-05-07 13:36:19,2024-05-07 13:47:19,2024-05-07 13:58:19,Slightly Delayed,97.04,Upi,57593.0,8401.0,2024.0,May,Tuesday,2.0,Negative,Customer Service
81940369,Nilima Chaudhuri,agrawalmugdha@example.com,912540363435,"H.No. 466, Bhavsar Nagar, Kalyan-Dombivli-115231",Nellore,522947,2024-02-24,Premium,10,316.79,2024,February,3626990751.0,2023-05-10 19:15:23,2023-05-10 19:28:23,2023-05-10 19:43:23,Slightly Delayed,3325.83,Card,41338.0,6025.0,2023.0,May,Wednesday,5.0,Positive,Delivery
81940369,Nilima Chaudhuri,agrawalmugdha@example.com,912540363435,"H.No. 466, Bhavsar Nagar, Kalyan-Dombivli-115231",Nellore,522947,2024-02-24,Premium,10,316.79,2024,February,6107471725.0,2023-08-26 07:39:48,2023-08-26 07:49:48,2023-08-26 07:53:48,On Time,3945.66,Wallet,1329.0,763.0,2023.0,August,Saturday,4.0,Positive,App Experience
89950235,Aarav Dayal,darsh33@example.net,912975749481,"H.No. 639
Chowdhury Path, Tadepalligudem-993818",Warangal,334280,2023-12-24,Premium,13,1179.29,2023,December,3440579647.0,2024-08-05 15:28:00,2024-08-05 15:48:00,2024-08-05 15:48:00,On Time,1827.9,Upi,76028.0,5470.0,2024.0,August,Monday,4.0,Positive,Customer Service
88202341,Jagrati Dubey,vasatika03@example.net,916290915278,"470, Kibe Zila, Tirupati-332036",Kottayam,174979,2023-08-20,Inactive,9,644.06,2023,August,3395675979.0,2023-06-10 15:59:50,2023-06-10 16:10:50,2023-06-10 16:07:50,On Time,2930.34,Cash,8303.0,4842.0,2023.0,June,Saturday,4.0,Neutral,App Experience
88202341,Jagrati Dubey,vasatika03@example.net,916290915278,"470, Kibe Zila, Tirupati-332036",Kottayam,174979,2023-08-20,Inactive,9,644.06,2023,August,1346090496.0,2023-08-18 07:48:46,2023-08-18 08:03:46,2023-08-18 08:08:46,On Time,2035.95,Cash,12853.0,30.0,2023.0,August,Friday,3.0,Negative,Delivery
41155125,Yahvi Doshi,daliaoviya@example.com,918695302072,"11
Kaul Path, Berhampore 085176",Tenali,82916,2024-04-22,Inactive,14,1454.3,2024,April,8606484804.0,2024-06-18 15:23:30,2024-06-18 15:37:30,2024-06-18 15:43:30,Slightly Delayed,2409.69,Upi,49631.0,3608.0,2024.0,June,Tuesday,2.0,Negative,Product Quality
41155125,Yahvi Doshi,daliaoviya@example.com,918695302072,"11
Kaul Path, Berhampore 085176",Tenali,82916,2024-04-22,Inactive,14,1454.3,2024,April,2219192870.0,2024-01-18 01:38:44,2024-01-18 01:50:44,2024-01-18 02:04:44,Slightly Delayed,883.44,Upi,46891.0,6756.0,2024.0,January,Thursday,3.0,Neutral,App Experience
41155125,Yahvi Doshi,daliaoviya@example.com,918695302072,"11
Kaul Path, Berhampore 085176",Tenali,82916,2024-04-22,Inactive,14,1454.3,2024,April,5490221933.0,2023-06-21 12:46:33,2023-06-21 13:05:33,2023-06-21 13:01:33,On Time,2855.48,Cash,47119.0,6358.0,2023.0,June,Wednesday,3.0,Neutral,App Experience
41155125,Yahvi Doshi,daliaoviya@example.com,918695302072,"11
Kaul Path, Berhampore 085176",Tenali,82916,2024-04-22,Inactive,14,1454.3,2024,April,1828975788.0,2024-01-30 13:15:19,2024-01-30 13:25:19,2024-01-30 13:32:19,Slightly Delayed,3658.25,Card,39589.0,995.0,2024.0,January,Tuesday,5.0,Positive,Product Quality
46369552,Keya Modi,bbumb@example.org,917249134497,"49/76
Bansal Path, Bangalore-861073",Jaipur,688982,2024-09-16,Regular,17,456.51,2024,September,,,,,,,,,,,,,,,
48943848,Tarak Nair,atwalmeghana@example.org,914393489828,"145, Apte Street
Orai-869408",Patiala,993533,2024-06-21,Premium,13,245.46,2024,June,9321319130.0,2023-12-31 11:47:11,2023-12-31 12:01:11,2023-12-31 12:00:11,On Time,1466.04,Card,57794.0,7781.0,2023.0,December,Sunday,4.0,Positive,Delivery
48943848,Tarak Nair,atwalmeghana@example.org,914393489828,"145, Apte Street
Orai-869408",Patiala,993533,2024-06-21,Premium,13,245.46,2024,June,6688575911.0,2023-12-26 18:44:13,2023-12-26 19:01:13,2023-12-26 19:04:13,On Time,5088.41,Wallet,28472.0,7327.0,2023.0,December,Tuesday,3.0,Neutral,Delivery
39645619,Indira Jaggi,falaksunder@example.org,913217797684,"08/524
Toor Path, Imphal 250392",Maheshtala,740640,2023-06-17,Regular,13,1512.4,2023,June,79029185.0,2024-06-06 13:46:34,2024-06-06 14:05:34,2024-06-06 14:20:34,Slightly Delayed,1039.32,Cash,72146.0,5208.0,2024.0,June,Thursday,2.0,Negative,App Experience
